Day,Parent_organisation,Customer,Customer_Id,SIM_State,Sum_Bytes_upload,Sum_Bytes_download,Sum_Total_Kbytes,Nr._of_Voice_calls,Nr._of_SMS_MO,Nr._of_SMS_payload,Nr._of_SMS_transactional,Nr._of_Transactional_SMS_enh.,Nr._of_SMS_wakeup,Nr._of_SMS_P2P_MO,Nr._of_SMS_P2P_MT,Total_Nr._of_SMS,Nr._of_PS_sessions,Sum_Total_Duration,Nr._of_SIMs
2023-05-05,VFCZ,HARDWARIO,100217240,Active.Test,"40,051",0,39,0,0,0,0,0,0,0,0,0,2,0,2
2023-05-05,VFCZ,HARDWARIO,100217240,Active.Live,"33,835,744","9,171,815","42,000",0,0,0,0,0,0,0,0,0,"2,465",0,790
2023-05-06,VFCZ,HARDWARIO,100217240,Active.Test,"50,642",0,49,0,0,0,0,0,0,0,0,0,2,0,2
2023-05-06,VFCZ,HARDWARIO,100217240,Active.Live,"42,217,285","22,193,439","62,901",0,0,0,0,0,0,0,0,0,"1,559",0,790
2023-05-07,VFCZ,HARDWARIO,100217240,Active.Test,"51,116",0,50,0,0,0,0,0,0,0,0,0,2,0,2
2023-05-07,VFCZ,HARDWARIO,100217240,Active.Live,"46,881,178","23,953,332","69,174",0,0,0,0,0,0,0,0,0,"1,604",0,787
2023-07-29,VFCZ,HARDWARIO,100217240,Active.Live,"43,121,539","23,755,696","65,310",0,0,0,0,0,0,0,0,0,"1,247",0,788
2023-07-30,VFCZ,HARDWARIO,100217240,Active.Live,"45,618,125","23,970,555","67,958",0,0,0,0,0,0,0,0,0,"1,326",0,789
2023-07-31,VFCZ,HARDWARIO,100217240,Active.Live,"46,079,055","23,728,576","68,172",0,0,0,0,0,0,0,0,0,"1,358",0,780
2023-08-01,VFCZ,HARDWARIO,100217240,Active.Live,"47,808,339","22,767,293","68,922",0,0,0,0,0,0,0,0,0,"1,327",0,786
2023-08-02,VFCZ,HARDWARIO,100217240,Active.Live,"45,314,326","23,429,318","67,132",0,0,0,0,0,0,0,0,0,"1,287",0,790
2023-08-03,VFCZ,HARDWARIO,100217240,Active.Live,"46,843,571","24,497,672","69,669",0,0,0,0,0,0,0,0,0,"1,248",0,784
2023-08-04,VFCZ,HARDWARIO,100217240,Active.Live,"41,252,590","19,855,165","59,676",0,0,0,0,0,0,0,0,0,"2,512",0,787
2023-08-05,VFCZ,HARDWARIO,100217240,Active.Live,"43,025,403","24,228,282","65,677",0,0,0,0,0,0,0,0,0,"2,383",0,786
2023-08-06,VFCZ,HARDWARIO,100217240,Active.Live,"45,669,430","23,161,527","67,218",0,0,0,0,0,0,0,0,0,"2,329",0,784
2023-08-07,VFCZ,HARDWARIO,100217240,Active.Live,"46,427,532","20,834,634","65,686",0,0,0,0,0,0,0,0,0,"2,176",0,779
2023-08-08,VFCZ,HARDWARIO,100217240,Active.Live,"41,865,163","20,862,872","61,258",0,0,0,0,0,0,0,0,0,"2,795",0,781
2023-08-09,VFCZ,HARDWARIO,100217240,Active.Live,"42,582,481","19,484,611","60,612",0,0,0,0,0,0,0,0,0,"4,336",0,783
2023-08-10,VFCZ,HARDWARIO,100217240,Active.Live,"38,035,204","17,462,240","54,197",0,0,0,0,0,0,0,0,0,"3,815",0,783
2023-08-11,VFCZ,HARDWARIO,100217240,Active.Live,"45,096,304","24,818,704","68,276",0,0,0,0,0,0,0,0,0,"3,246",0,784
2023-08-12,VFCZ,HARDWARIO,100217240,Active.Live,"40,013,360","18,814,785","57,449",0,0,0,0,0,0,0,0,0,"5,384",0,784
2023-08-13,VFCZ,HARDWARIO,100217240,Active.Live,"43,407,405","22,175,775","64,046",0,0,0,0,0,0,0,0,0,"6,453",0,786
2023-08-14,VFCZ,HARDWARIO,100217240,Active.Live,"44,775,346","19,432,419","62,703",0,0,0,0,0,0,0,0,0,"7,057",0,779
2023-08-15,VFCZ,HARDWARIO,100217240,Active.Live,"40,544,044","15,335,585","54,570",0,0,0,0,0,0,0,0,0,"7,863",0,781
2023-08-16,VFCZ,HARDWARIO,100217240,Active.Live,"33,471,278","11,650,589","44,064",0,0,0,0,0,0,0,0,0,"6,820",0,782
2023-08-17,VFCZ,HARDWARIO,100217240,Active.Live,"25,860,782","5,500,361","30,626",0,0,0,0,0,0,0,0,0,"3,531",0,787
2023-08-18,VFCZ,HARDWARIO,100217240,Active.Live,"29,763,396","11,767,292","40,557",0,0,0,0,0,0,0,0,0,"2,148",0,784
2023-08-19,VFCZ,HARDWARIO,100217240,Active.Live,"30,143,479","11,791,016","40,952",0,0,0,0,0,0,0,0,0,"1,735",0,781
2023-08-20,VFCZ,HARDWARIO,100217240,Active.Live,"32,755,669","12,724,359","44,414",0,0,0,0,0,0,0,0,0,"1,744",0,776
2023-08-21,VFCZ,HARDWARIO,100217240,Active.Live,"31,928,910","11,197,326","42,115",0,0,0,0,0,0,0,0,0,"1,739",0,773
2023-08-22,VFCZ,HARDWARIO,100217240,Active.Live,"27,771,002","8,618,316","35,536",0,0,0,0,0,0,0,0,0,"1,461",0,777
2023-08-23,VFCZ,HARDWARIO,100217240,Active.Live,"24,545,627","6,663,216","30,477",0,0,0,0,0,0,0,0,0,"1,615",0,795
2023-08-24,VFCZ,HARDWARIO,100217240,Active.Live,"29,568,888","8,572,208","37,247",0,0,0,0,0,0,0,0,0,"2,114",0,823
2023-08-25,VFCZ,HARDWARIO,100217240,Active.Live,"33,613,019","11,727,946","44,278",0,0,0,0,0,0,0,0,0,"2,120",0,823
2023-08-26,VFCZ,HARDWARIO,100217240,Active.Live,"16,111,402","5,340,334","20,949",0,0,0,0,0,0,0,0,0,"1,862",0,810
2023-08-27,VFCZ,HARDWARIO,100217240,Active.Live,"24,352,362","9,374,160","32,936",0,0,0,0,0,0,0,0,0,"2,008",0,769
2023-08-28,VFCZ,HARDWARIO,100217240,Active.Live,"26,278,970","9,281,127","34,727",0,0,0,0,0,0,0,0,0,"2,161",0,773
2023-08-29,VFCZ,HARDWARIO,100217240,Active.Live,"36,709,495","15,406,207","50,894",0,0,0,0,0,0,0,0,0,"2,405",0,770
2023-05-26,VFCZ,HARDWARIO,100217240,Active.Live,"39,541,039","17,634,749","55,836",0,0,0,0,0,0,0,0,0,"1,913",0,792
2023-05-27,VFCZ,HARDWARIO,100217240,Active.Live,"51,082,571","24,274,491","73,591",0,0,0,0,0,0,0,0,0,"1,638",0,792
2023-05-28,VFCZ,HARDWARIO,100217240,Active.Live,"46,178,546","23,679,849","68,221",0,0,0,0,0,0,0,0,0,"1,903",0,797
2023-05-29,VFCZ,HARDWARIO,100217240,Active.Live,"49,877,794","24,377,541","72,515",0,0,0,0,0,0,0,0,0,"1,751",0,789
2023-05-30,VFCZ,HARDWARIO,100217240,Active.Live,"48,433,666","23,199,207","69,954",0,0,0,0,0,0,0,0,0,"1,852",0,795
2023-05-31,VFCZ,HARDWARIO,100217240,Active.Live,"46,878,882","23,375,295","68,608",0,0,0,0,0,0,0,0,0,"1,779",0,794
2023-06-01,VFCZ,HARDWARIO,100217240,Active.Live,"43,747,297","20,794,713","63,029",0,0,0,0,0,0,0,0,0,"1,669",0,798
2023-06-02,VFCZ,HARDWARIO,100217240,Active.Live,"42,698,773","19,140,822","60,390",0,0,0,0,0,0,0,0,0,"1,736",0,808
2023-06-03,VFCZ,HARDWARIO,100217240,Active.Live,"55,615,334","33,722,107","87,244",0,0,0,0,0,0,0,0,0,"1,819",0,802
2023-06-04,VFCZ,HARDWARIO,100217240,Active.Live,"43,182,268","21,545,940","63,211",0,0,0,0,0,0,0,0,0,"1,673",0,786
2023-06-05,VFCZ,HARDWARIO,100217240,Active.Live,"25,037,268","2,835,914","27,220",0,0,0,0,0,0,0,0,0,"1,525",0,789
2023-06-06,VFCZ,HARDWARIO,100217240,Active.Live,"46,504,974","24,648,894","69,486",0,0,0,0,0,0,0,0,0,"1,605",0,807
2023-06-07,VFCZ,HARDWARIO,100217240,Active.Live,"41,365,362","20,009,186","59,936",0,0,0,0,0,0,0,0,0,"1,466",0,823
2023-06-08,VFCZ,HARDWARIO,100217240,Active.Live,"46,990,226","21,182,820","66,575",0,0,0,0,0,0,0,0,0,"1,486",0,807
2023-06-09,VFCZ,HARDWARIO,100217240,Active.Live,"45,019,375","18,693,230","62,219",0,0,0,0,0,0,0,0,0,"2,257",0,810
2023-06-10,VFCZ,HARDWARIO,100217240,Active.Live,"43,385,759","18,946,979","60,872",0,0,0,0,0,0,0,0,0,"1,616",0,806
2023-06-11,VFCZ,HARDWARIO,100217240,Active.Live,"51,212,666","21,843,210","71,344",0,0,0,0,0,0,0,0,0,"1,517",0,798
2023-06-12,VFCZ,HARDWARIO,100217240,Active.Live,"42,609,942","17,358,809","58,563",0,0,0,0,0,0,0,0,0,"3,126",0,793
2023-06-13,VFCZ,HARDWARIO,100217240,Active.Live,"37,878,680","17,804,822","54,378",0,0,0,0,0,0,0,0,0,"1,474",0,804
2023-06-14,VFCZ,HARDWARIO,100217240,Active.Live,"37,927,610","18,539,969","55,144",0,0,0,0,0,0,0,0,0,"1,493",0,803
2023-06-15,VFCZ,HARDWARIO,100217240,Active.Live,"42,369,449","20,056,554","60,963",0,0,0,0,0,0,0,0,0,"1,600",0,803
2023-06-16,VFCZ,HARDWARIO,100217240,Active.Live,"38,853,453","21,929,664","59,359",0,0,0,0,0,0,0,0,0,"1,463",0,801
2023-06-17,VFCZ,HARDWARIO,100217240,Active.Live,"40,531,796","18,761,436","57,904",0,0,0,0,0,0,0,0,0,"1,460",0,807
2023-06-18,VFCZ,HARDWARIO,100217240,Active.Live,"37,606,982","15,366,764","51,732",0,0,0,0,0,0,0,0,0,"1,536",0,805
2023-06-19,VFCZ,HARDWARIO,100217240,Active.Live,"38,207,840","16,174,020","53,107",0,0,0,0,0,0,0,0,0,"1,721",0,802
2023-06-20,VFCZ,HARDWARIO,100217240,Active.Live,"39,406,401","17,876,502","55,940",0,0,0,0,0,0,0,0,0,"2,613",0,804
2023-06-21,VFCZ,HARDWARIO,100217240,Active.Live,"36,696,461","18,472,845","53,876",0,0,0,0,0,0,0,0,0,"2,707",0,810
2023-06-22,VFCZ,HARDWARIO,100217240,Active.Live,"33,808,658","14,084,862","46,771",0,0,0,0,0,0,0,0,0,"2,254",0,817
2023-06-23,VFCZ,HARDWARIO,100217240,Active.Live,"37,829,778","18,226,110","54,742",0,0,0,0,0,0,0,0,0,"2,937",0,815
2023-06-24,VFCZ,HARDWARIO,100217240,Active.Live,"40,112,164","15,816,633","54,618",0,0,0,0,0,0,0,0,0,"1,789",0,816
2023-06-25,VFCZ,HARDWARIO,100217240,Active.Live,"48,230,395","25,110,501","71,622",0,0,0,0,0,0,0,0,0,"1,632",0,816
2023-06-26,VFCZ,HARDWARIO,100217240,Active.Live,"71,617,586","27,265,614","96,566",0,0,0,0,0,0,0,0,0,"1,704",0,809
2023-06-27,VFCZ,HARDWARIO,100217240,Active.Live,"54,553,687","9,372,766","62,428",0,0,0,0,0,0,0,0,0,"3,775",0,814
2023-06-28,VFCZ,HARDWARIO,100217240,Active.Live,"45,415,314","19,359,120","63,256",0,0,0,0,0,0,0,0,0,"3,072",0,825
2023-06-29,VFCZ,HARDWARIO,100217240,Active.Live,"42,297,515","18,608,912","59,479",0,0,0,0,0,0,0,0,0,"2,544",0,823
2023-06-30,VFCZ,HARDWARIO,100217240,Active.Live,"34,320,073","10,740,171","44,004",0,0,0,0,0,0,0,0,0,"1,964",0,831
2023-07-01,VFCZ,HARDWARIO,100217240,Active.Live,"31,987,409","11,636,235","42,601",0,0,0,0,0,0,0,0,0,"1,801",0,832
2023-07-02,VFCZ,HARDWARIO,100217240,Active.Live,"29,083,176","11,876,400","40,000",0,0,0,0,0,0,0,0,0,"1,984",0,816
2023-07-03,VFCZ,HARDWARIO,100217240,Active.Live,"36,048,223","13,973,385","48,849",0,0,0,0,0,0,0,0,0,"1,705",0,808
2023-07-04,VFCZ,HARDWARIO,100217240,Active.Live,"36,710,969","13,876,305","49,402",0,0,0,0,0,0,0,0,0,"1,691",0,812
2023-07-05,VFCZ,HARDWARIO,100217240,Active.Live,"33,356,958","11,725,317","44,026",0,0,0,0,0,0,0,0,0,"1,698",0,815
2023-07-06,VFCZ,HARDWARIO,100217240,Active.Live,"32,391,963","10,639,551","42,023",0,0,0,0,0,0,0,0,0,"1,386",0,811
2023-07-07,VFCZ,HARDWARIO,100217240,Active.Live,"32,504,187","12,906,576","44,346",0,0,0,0,0,0,0,0,0,"1,406",0,808
2023-07-08,VFCZ,HARDWARIO,100217240,Active.Live,"40,838,671","16,896,315","56,382",0,0,0,0,0,0,0,0,0,"1,444",0,815
2023-07-09,VFCZ,HARDWARIO,100217240,Active.Live,"37,866,757","15,279,156","51,900",0,0,0,0,0,0,0,0,0,"1,383",0,802
2023-07-10,VFCZ,HARDWARIO,100217240,Active.Live,"40,915,070","15,203,574","54,803",0,0,0,0,0,0,0,0,0,"1,454",0,796
2023-07-11,VFCZ,HARDWARIO,100217240,Active.Live,"38,619,169","14,212,361","51,593",0,0,0,0,0,0,0,0,0,"1,653",0,796
2023-07-12,VFCZ,HARDWARIO,100217240,Active.Live,"32,187,076","13,169,156","44,293",0,0,0,0,0,0,0,0,0,"1,505",0,794
2023-07-13,VFCZ,HARDWARIO,100217240,Active.Live,"26,561,279","8,909,328","34,639",0,0,0,0,0,0,0,0,0,"1,373",0,806
2023-07-14,VFCZ,HARDWARIO,100217240,Active.Live,"31,044,644","12,351,990","42,380",0,0,0,0,0,0,0,0,0,"1,511",0,791
2023-07-15,VFCZ,HARDWARIO,100217240,Active.Live,"33,119,952","14,052,193","46,067",0,0,0,0,0,0,0,0,0,"1,855",0,785
2023-07-16,VFCZ,HARDWARIO,100217240,Active.Live,"35,550,269","15,099,743","49,463",0,0,0,0,0,0,0,0,0,"1,204",0,783
2023-07-17,VFCZ,HARDWARIO,100217240,Active.Live,"33,716,263","12,714,407","45,342",0,0,0,0,0,0,0,0,0,"1,221",0,777
2023-07-18,VFCZ,HARDWARIO,100217240,Active.Live,"34,722,642","11,214,761","44,861",0,0,0,0,0,0,0,0,0,"1,242",0,776
2023-07-19,VFCZ,HARDWARIO,100217240,Active.Live,"32,373,728","10,669,057","42,034",0,0,0,0,0,0,0,0,0,"1,308",0,783
2023-07-20,VFCZ,HARDWARIO,100217240,Active.Live,"26,132,140","5,684,803","31,071",0,0,0,0,0,0,0,0,0,"2,143",0,802
2023-07-21,VFCZ,HARDWARIO,100217240,Active.Live,"42,542,766","21,580,466","62,620",0,0,0,0,0,0,0,0,0,"1,332",0,795
2023-07-22,VFCZ,HARDWARIO,100217240,Active.Live,"41,156,562","18,229,225","57,994",0,0,0,0,0,0,0,0,0,"1,344",0,782
2023-07-23,VFCZ,HARDWARIO,100217240,Active.Live,"44,397,103","20,013,633","62,901",0,0,0,0,0,0,0,0,0,"1,171",0,778
2023-07-24,VFCZ,HARDWARIO,100217240,Active.Live,"38,684,280","15,614,559","53,026",0,0,0,0,0,0,0,0,0,"1,177",0,774
2023-07-25,VFCZ,HARDWARIO,100217240,Active.Live,"39,381,266","19,142,073","57,152",0,0,0,0,0,0,0,0,0,"1,453",0,784
2023-07-26,VFCZ,HARDWARIO,100217240,Active.Live,"34,529,208","12,867,672","46,286",0,0,0,0,0,0,0,0,0,"1,358",0,795
2023-07-27,VFCZ,HARDWARIO,100217240,Active.Live,"39,798,852","19,281,614","57,696",0,0,0,0,0,0,0,0,0,"1,196",0,787
2023-07-28,VFCZ,HARDWARIO,100217240,Active.Live,"39,877,377","19,737,882","58,218",0,0,0,0,0,0,0,0,0,"1,243",0,785
2023-08-30,VFCZ,HARDWARIO,100217240,Active.Live,"38,986,548","11,889,440","49,684",0,0,0,0,0,1,0,0,1,"2,664",0,771
2023-08-31,VFCZ,HARDWARIO,100217240,Active.Live,"41,980,863","15,053,199","55,697",0,0,0,0,0,0,0,0,0,"2,159",0,778
2023-09-01,VFCZ,HARDWARIO,100217240,Active.Live,"40,561,381","13,477,828","52,773",0,0,0,0,0,0,0,0,0,"1,925",0,782
2023-09-02,VFCZ,HARDWARIO,100217240,Active.Live,"39,743,210","9,342,598","47,935",0,0,0,0,0,0,0,0,0,"1,860",0,802
2023-09-03,VFCZ,HARDWARIO,100217240,Active.Live,"45,149,585","13,486,595","57,262",0,0,0,0,0,0,0,0,0,"2,216",0,799
2023-09-04,VFCZ,HARDWARIO,100217240,Active.Live,"49,626,725","12,829,236","60,992",0,0,0,0,0,0,0,0,0,"1,531",0,776
2023-09-05,VFCZ,HARDWARIO,100217240,Active.Live,"43,249,002","11,910,583","53,867",0,0,0,0,0,0,0,0,0,"1,364",0,766
2023-09-06,VFCZ,HARDWARIO,100217240,Active.Live,"31,286,773","4,669,358","35,113",0,0,0,0,0,0,0,0,0,"1,706",0,779
2023-09-07,VFCZ,HARDWARIO,100217240,Active.Live,"37,578,761","8,958,447","45,446",0,0,0,0,0,0,0,0,0,"2,189",0,781
2023-09-08,VFCZ,HARDWARIO,100217240,Active.Live,"33,340,115","8,519,115","40,878",0,0,0,0,0,0,0,0,0,"1,471",0,788
2023-09-09,VFCZ,HARDWARIO,100217240,Active.Live,"29,897,148","2,772,561","31,904",0,0,0,0,0,0,0,0,0,"1,342",0,791
2023-09-10,VFCZ,HARDWARIO,100217240,Active.Live,"32,300,378","7,115,263","38,492",0,0,0,0,0,0,0,0,0,"1,644",0,782
2023-09-11,VFCZ,HARDWARIO,100217240,Active.Live,"41,850,900","11,499,717","52,100",0,0,0,0,0,0,0,0,0,"1,889",0,782
2023-09-12,VFCZ,HARDWARIO,100217240,Active.Live,"53,110,863","12,385,738","63,962",0,0,0,0,0,0,0,0,0,"2,005",0,769
2023-09-13,VFCZ,HARDWARIO,100217240,Active.Live,"56,730,966","13,916,409","68,992",0,0,0,0,0,0,0,0,0,"2,014",0,773
2023-09-14,VFCZ,HARDWARIO,100217240,Active.Live,"49,505,189","10,931,660","59,020",0,0,0,0,0,0,0,0,0,"1,852",0,781
2023-09-15,VFCZ,HARDWARIO,100217240,Active.Live,"40,848,855","7,385,035","47,103",0,0,0,0,0,0,0,0,0,"1,563",0,781
